input	score	concept_id	concept_name	concept_type
Sexually Transmitted Infection (STI) Prevention	645	C0021311	Infection	Disease or Syndrome
Sexually Transmitted Infection (STI) Prevention	756	C0036916	Sexually Transmitted Infection (Sexually Transmitted Diseases)	Disease or Syndrome
Sexually Transmitted Infections	1000	C0036916	Sexually transmitted infections (Sexually Transmitted Diseases)	Disease or Syndrome
Sexually Transmitted Infections	827	C0021311	Infections (Infection)	Disease or Syndrome
Sexually Transmitted Infections.	1000	C0036916	Sexually transmitted infections (Sexually Transmitted Diseases)	Disease or Syndrome
Sexually Transmitted Infections.	827	C0021311	Infections (Infection)	Disease or Syndrome
Sezary Syndrome	1000	C0036920	Sezary Syndrome	Neoplastic Process
Sezary Syndrome	861	C0039082	Syndrome	Disease or Syndrome
Shaken Baby Syndrome	793	C0040822	Shakes (Tremor)	Sign or Symptom
Shaken Baby Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Shaking	1000	C0040822	Shaking (Tremor)	Sign or Symptom
Shift Work Sleep Disorder	812	C0012634	Disorder (Disease)	Disease or Syndrome
Shift Work Sleep Disorder	861	C0851578	Sleep disorder (Sleep Disorders)	Disease or Syndrome
Shift Work Sleep Disorder	712	C0917801	Sleeplessness	Sign or Symptom
Shift Work Sleep Disorder	861	C0037317	sleep disorder (Sleep disturbances)	Sign or Symptom
Shift-work Disorder	827	C0012634	Disorder (Disease)	Disease or Syndrome
Shift-Work Sleep Disorder	812	C0012634	Disorder (Disease)	Disease or Syndrome
Shift-Work Sleep Disorder	861	C0851578	Sleep disorder (Sleep Disorders)	Disease or Syndrome
Shift-Work Sleep Disorder	712	C0917801	Sleeplessness	Sign or Symptom
Shift-Work Sleep Disorder	861	C0037317	sleep disorder (Sleep disturbances)	Sign or Symptom
Shiga Toxin Producing Bacterial Infection	861	C0021311	Infection	Disease or Syndrome
Shiga Toxin Producing Bacterial Infection	1000	C0004623	Infection, Bacterial (Bacterial Infections)	Disease or Syndrome
Shigella	1000	C0013371	Shigella (Shigella Infections)	Disease or Syndrome
Shigella Infection	1000	C0013371	shigella infection (Shigella Infections)	Disease or Syndrome
Shigella Infection	861	C0021311	Infection	Disease or Syndrome
Shigellosis	1000	C0013371	Shigellosis (Shigella Infections)	Disease or Syndrome
Shingles	1000	C0019360	Shingles (Herpes zoster disease)	Disease or Syndrome
Shivering	928	C0234369	Trembles (Trembling)	Sign or Symptom
Shivering	928	C0040822	Trembled (Tremor)	Sign or Symptom
Shock, Septic	928	C0243026	Sepsis (Systemic infection)	Disease or Syndrome
Shock, Septic	928	C0036690	Sepsis (Septicemia)	Disease or Syndrome
Short Bowel Syndrome	1000	C0036992	Short Bowel Syndrome	Disease or Syndrome
Short Bowel Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Short Duration Analgesia	827	C0344307	Analgesia (Absence of pain sensation)	Sign or Symptom
Short Term Treatment of Insomnia	1000	C0917801	Insomnia (Sleeplessness)	Sign or Symptom
Shortness of Breath	928	C0013404	Breathless (Dyspnea)	Sign or Symptom
Shoulder Arthropathy	861	C0022408	Arthropathy	Disease or Syndrome
Shoulder Capsulitis	1000	C0848451	shoulder capsulitis (capsulitis of shoulder)	Disease or Syndrome
Shoulder Capsulitis	861	C0263907	Capsulitis	Disease or Syndrome
Shoulder Dystocia,	861	C0013418	Dystocia	Disease or Syndrome
Shoulder Dystocia,	1000	C0269825	Shoulder dystocia (Shoulder girdle dystocia)	Disease or Syndrome
Shoulder Impingement	1000	C1655733	Shoulder Impingement	Disease or Syndrome
Shoulder Impingement Syndrome	913	C0497286	Shoulder syndrome	Disease or Syndrome
Shoulder Impingement Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Shoulder Impingement Syndrome	901	C0263912	Impingement syndrome (Rotator cuff syndrome)	Disease or Syndrome
Shoulder Impingement Syndrome	901	C1655733	Shoulder Impingement	Disease or Syndrome
Shoulder Impingement Syndrome	1000	C0376685	Shoulder Impingement Syndrome	Disease or Syndrome
Shoulder Impingement Syndrome.	913	C0497286	Shoulder syndrome	Disease or Syndrome
Shoulder Impingement Syndrome.	827	C0039082	Syndrome	Disease or Syndrome
Shoulder Impingement Syndrome.	901	C0263912	Impingement syndrome (Rotator cuff syndrome)	Disease or Syndrome
Shoulder Impingement Syndrome.	901	C1655733	Shoulder Impingement	Disease or Syndrome
Shoulder Impingement Syndrome.	1000	C0376685	Shoulder Impingement Syndrome	Disease or Syndrome
Shoulder Musculoskeletal Disorders	901	C0026857	musculoskeletal disorders (Musculoskeletal Diseases)	Disease or Syndrome
Shoulder Musculoskeletal Disorders	827	C0012634	Disorders (Disease)	Disease or Syndrome
Shoulder Pain	1000	C0037011	Shoulder Pain	Sign or Symptom
Shoulder Pain	861	C0030193	Pain	Sign or Symptom
Shoulder Pain Syndrome	913	C0497286	Shoulder syndrome	Disease or Syndrome
Shoulder Pain Syndrome	734	C0037011	Shoulder Pain	Sign or Symptom
Shoulder Pain Syndrome	660	C0030193	Pain	Sign or Symptom
Shoulder Pain Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Shoulder Symptoms After Lymph Node Dissection	560	C0751781	NOD (Dentatorubral-Pallidoluysian Atrophy)	Disease or Syndrome
Shoulder Symptoms After Lymph Node Dissection	560	C0524631	Lymphatism	Disease or Syndrome
Shoulder Symptoms After Lymph Node Dissection	861	C1457887	Symptoms	Sign or Symptom
Shprintzen Syndrome	861	C0039082	Syndrome	Disease or Syndrome
Shprintzen-Goldberg Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Shprintzen-Goldberg Syndrome	901	C0268233	Goldberg syndrome (GALACTOSIALIDOSIS)	Disease or Syndrome
Shwachman Syndrome	1000	C0272170	Shwachman syndrome	Disease or Syndrome
Shwachman Syndrome	861	C0039082	Syndrome	Disease or Syndrome
Shwachman-Diamond Syndrome	1000	C0272170	Shwachman-Diamond syndrome (Shwachman syndrome)	Disease or Syndrome
Shwachman-Diamond Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Shy-Drager Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Shy-Drager Syndrome	1000	C0037019	Shy-Drager Syndrome	Disease or Syndrome
Sialorrhea	1000	C0037036	Sialorrhea	Disease or Syndrome
Sialorrhea Secondary to Parkinson's Disease	1000	C0027627	secondary (Neoplasm Metastasis)	Neoplastic Process
Sialorrhea Secondary to Parkinson's Disease	1000	C0030567	Parkinson Disease	Disease or Syndrome
Sialorrhea Secondary to Parkinson's Disease	1000	C0037036	Sialorrhea	Disease or Syndrome
Sialorrhea Secondary to Parkinson's Disease	861	C0012634	Disease	Disease or Syndrome
Sialorrhea Secondary to Parkinson's Disease	966	C2939419	Secondaries (Secondary Neoplasm)	Neoplastic Process
Sialorrhoea	1000	C0037036	Sialorrhea	Disease or Syndrome
Sick Sinus Syndrome	1000	C0037052	Sick Sinus Syndrome	Disease or Syndrome
Sick Sinus Syndrome	901	C0748694	sick sinus	Disease or Syndrome
Sick Sinus Syndrome	827	C0039082	Syndrome	Disease or Syndrome
Sickle Ã0-Thalassemia	827	C0039730	Thalassaemia (Thalassemia)	Disease or Syndrome
Sickle Cell Anaemia	1000	C0002895	Anemia, Sickle Cell	Disease or Syndrome
Sickle Cell Anaemia	827	C0002871	Anaemia (Anemia)	Disease or Syndrome
Sickle Cell Anemia	1000	C0002895	Anemia, Sickle Cell	Disease or Syndrome
Sickle Cell Anemia	827	C0002871	Anaemia (Anemia)	Disease or Syndrome
Sickle Cell Crisis	1000	C0238425	Sickle cell crisis (Hemoglobin SS disease with crisis)	Disease or Syndrome
Sickle Cell Disease	1000	C0002895	Sickle Cell Disease (Anemia, Sickle Cell)	Disease or Syndrome
Sickle Cell Disease	827	C0012634	Disease	Disease or Syndrome
Sickle Cell Disorders	827	C0012634	Disorders (Disease)	Disease or Syndrome
Sickle Cell Disorders	1000	C0002895	Sickle Cell Disorders (Anemia, Sickle Cell)	Disease or Syndrome
Sickle Cell Thalassemia	827	C0039730	Thalassaemia (Thalassemia)	Disease or Syndrome
Sickle Cell Thalassemia	1000	C0221019	sickle cell thalassaemia (Sickle cell-beta-thalassemia)	Disease or Syndrome
Sickle Cell Thalassemia	1000	C2242796	Sickle Cell-Thalassemia (Sickle cell-thalassemia disease)	Disease or Syndrome
Sickle Cell Trait	1000	C0037054	Sickle Cell Trait	Disease or Syndrome
Sickle Cell-hemoglobin C Disease	911	C0002895	Sickle Cell Disease (Anemia, Sickle Cell)	Disease or Syndrome
Sickle Cell-hemoglobin C Disease	853	C0019045	Haemoglobin disease (Hemoglobinopathies)	Disease or Syndrome
Sickle Cell-hemoglobin C Disease	804	C0012634	Disease	Disease or Syndrome
Sickle Cell-hemoglobin C Disease	884	C0019021	Haemoglobin C disease (Hemoglobin C Disease)	Disease or Syndrome
Sickle Cell-hemoglobin C Disease	1000	C0019034	Sickle Cell Hemoglobin C Disease (Hemoglobin SC Disease)	Disease or Syndrome
Sickle Cell-Î²0-thalassemia	923	C0221019	sickle cell thalassaemia (Sickle cell-beta-thalassemia)	Disease or Syndrome
Sickle Cell-Î²0-thalassemia	923	C2242796	Sickle Cell-Thalassemia (Sickle cell-thalassemia disease)	Disease or Syndrome
Sickle Cell-Î²0-thalassemia	812	C0039730	Thalassaemia (Thalassemia)	Disease or Syndrome
Sickling Disorder Due to Hemoglobin S	861	C0012634	Disorder (Disease)	Disease or Syndrome
Siderosis	1000	C0037061	Siderosis	Disease or Syndrome
Sigmoid Colon Cancer	827	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Sigmoid Colon Cancer	901	C0007102	Colon Cancer (Malignant tumor of colon)	Neoplastic Process
Sigmoid Colon Cancer	901	C0699790	Colon cancer (Colon Carcinoma)	Neoplastic Process
Sigmoid Colon Cancer	1000	C0751498	Sigmoid Colon Cancer (Sigmoid Cancer)	Neoplastic Process
Sigmoid Colon Cancer	589	C0232488	Colic (Abdominal colic)	Sign or Symptom
Sigmoid Diverticulitis (Hinchey I and II)	861	C0012813	Diverticulitis	Disease or Syndrome
Sigmoid Diverticulosis With Two or More Attacks of Diverticulitis	1000	C0012818	sigmoid diverticulosis (Diverticulosis of sigmoid colon)	Disease or Syndrome
Sigmoid Diverticulosis With Two or More Attacks of Diverticulitis	1000	C0012813	Diverticulitis	Disease or Syndrome
Sigmoid Neoplasms	1000	C0037073	Sigmoid Neoplasms	Neoplastic Process
Sigmoid Neoplasms	861	C0027651	NEOPLASMS, NOS (Neoplasms)	Neoplastic Process
Signet Ring Adenocarcinoma of the Colon	827	C0001418	Adenocarcinoma	Neoplastic Process
Signet Ring Adenocarcinoma of the Colon	928	C0232488	Colic (Abdominal colic)	Sign or Symptom
Signet Ring Adenocarcinoma of the Rectum	827	C0001418	Adenocarcinoma	Neoplastic Process
Signet Ring Cell Carcinoma	712	C0858970	carcinogenicity	Neoplastic Process
Signet Ring Cell Carcinoma	812	C0007097	Carcinoma	Neoplastic Process
Signet Ring Cell Carcinoma	1000	C0206696	Carcinoma, Signet Ring Cell	Neoplastic Process
Signs and Symptoms	1000	C1457887	Symptoms	Sign or Symptom
Signs and Symptoms, Digestive	1000	C1457887	Symptoms	Sign or Symptom
Signs and Symptoms, Respiratory	1000	C1457887	Symptoms	Sign or Symptom
Signs or Symptoms of Shunt Failure	1000	C1457887	Symptoms	Sign or Symptom
Silent Ischemia	861	C0022116	Ischaemia (Ischemia)	Disease or Syndrome
Silent Myocardial Ischemia	827	C0022116	Ischaemia (Ischemia)	Disease or Syndrome
Silent Myocardial Ischemia	901	C0010054	myocardial ischaemia (Coronary Arteriosclerosis)	Disease or Syndrome
Silent Myocardial Ischemia	1000	C0340291	Silent myocardial ischaemia (Silent myocardial ischemia)	Disease or Syndrome
Silent Myocardial Ischemia	901	C0151744	Myocardial Ischemia	Disease or Syndrome
Silent Stroke	861	C0038454	Stroke (Cerebrovascular accident)	Disease or Syndrome
Silicosis	1000	C0037116	Silicosis	Disease or Syndrome
Simulation of Weightlessness by Anti-Orthostatic Long Term Bed Rest	561	C0149746	Orthostasis	Sign or Symptom
Single Gene Disorders	827	C0012634	Disorders (Disease)	Disease or Syndrome
Single Primary Lung Cancer	812	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Single Primary Lung Cancer	861	C0242379	Lung Cancer (Malignant neoplasm of lung)	Neoplastic Process
Single Primary Lung Cancer	861	C0684249	LUNG CANCER (Carcinoma of lung)	Neoplastic Process
Single Primary Lung Cancer	719	C0032285	Pneumonia	Disease or Syndrome
Single Sided Deafness	827	C0581883	Deafness (Complete Hearing Loss)	Disease or Syndrome
Single Sided Deafness	827	C0011053	Deafness	Disease or Syndrome
Single-Gene Defects	793	C1861101	DEFECT (THYROID HORMONE PLASMA MEMBRANE TRANSPORT DEFECT)	Disease or Syndrome
Single-Gene Defects	1000	C0037176	Single-Gene Defects	Disease or Syndrome
Single-nucleotide Polymorphism (SNP) for Glaucoma	1000	C0017601	Glaucoma	Disease or Syndrome
Sinonasal Malignancies:	861	C0006826	MALIGNANCIES (Malignant Neoplasms)	Neoplastic Process
Sinus Congestion	1000	C0152029	Sinus congestion (Congestion of nasal sinus)	Sign or Symptom
Sinus Disease	861	C0012634	Disease	Disease or Syndrome
Sinus Node Disease	727	C0751781	NOD (Dentatorubral-Pallidoluysian Atrophy)	Disease or Syndrome
Sinus Node Disease	1000	C0428908	Sinus Node Disease (Sinus Node Dysfunction (disorder))	Disease or Syndrome
Sinus Node Disease	827	C0012634	Disease	Disease or Syndrome
Sinus Node Dysfunction	1000	C0428908	Sinus Node Dysfunction (Sinus Node Dysfunction (disorder))	Disease or Syndrome
Sinus Node Dysfunction	727	C0751781	NOD (Dentatorubral-Pallidoluysian Atrophy)	Disease or Syndrome
Sinus Tachycardia	1000	C0039239	Sinus Tachycardia	Disease or Syndrome
Sinus Thrombosis, Intracranial	1000	C0037198	Sinus Thrombosis (Sinus Thrombosis, Intracranial)	Disease or Syndrome
Sinus-node Dysfunction	1000	C0428908	Sinus Node Dysfunction (Sinus Node Dysfunction (disorder))	Disease or Syndrome
Sinus-node Dysfunction	727	C0751781	NOD (Dentatorubral-Pallidoluysian Atrophy)	Disease or Syndrome
Sinusitis	1000	C0037199	Sinusitis	Disease or Syndrome
Sinusitis, Acute	1000	C0037199	Sinusitis	Disease or Syndrome
Sinusitis, Acute Bacterial	1000	C0037199	Sinusitis	Disease or Syndrome
Sinusitis, Chronic Rhinosinusitis	861	C0948780	rhinosinusitis	Disease or Syndrome
Sinusitis, Chronic Rhinosinusitis	1000	C0037199	Sinusitis	Disease or Syndrome
Sinusitis, Chronic Rhinosinusitis	1000	C0149516	Chronic rhinosinusitis (Chronic sinusitis)	Disease or Syndrome
Sinusoidal Obstruction Syndrome	1000	C0019156	Sinusoidal Obstruction Syndrome (Hepatic Veno-Occlusive Disease)	Disease or Syndrome
Sinusoidal Obstruction Syndrome	827	C0039082	Syndrome	Disease or Syndrome
SIRS	1000	C0242966	SIRS, NOS (Systemic Inflammatory Response Syndrome)	Disease or Syndrome
SIRS (Systemic Inflammatory Response Syndrome(	812	C0039082	Syndrome	Disease or Syndrome
SIRS (Systemic Inflammatory Response Syndrome(	1000	C0242966	SIRS, NOS (Systemic Inflammatory Response Syndrome)	Disease or Syndrome
SIRS (Systemic Inflammatory Response Syndrome(	1000	C0242966	Systemic Inflammatory Response Syndrome	Disease or Syndrome
Sj(SqrRoot)(Delta)Gren s Syndrome	827	C0039082	Syndrome	Disease or Syndrome
SjÃ¶gren's Syndrome	861	C0039082	Syndrome	Disease or Syndrome
Sjogren's Disease	1000	C1527336	Sjogren's disease (Sjogren's Syndrome)	Disease or Syndrome
Sjogren's Disease	861	C0012634	Disease	Disease or Syndrome
Sjogren's Syndrome	861	C0039082	Syndrome	Disease or Syndrome
Sjogren's Syndrome	1000	C1527336	Sjogren's Syndrome	Disease or Syndrome
Sjorgren's Syndrome	861	C0039082	Syndrome	Disease or Syndrome
Skeletal Dysplasias	861	C0334044	DYSPLASIAS (Dysplasia)	Neoplastic Process
Skeletal Muscle Wasting	901	C0026846	Muscle wasting (Muscular Atrophy)	Disease or Syndrome
Skeletal Muscle Wasting	827	C0235394	Wasting	Disease or Syndrome
Skin and Connective Tissue Diseases	827	C0012634	Diseases (Disease)	Disease or Syndrome
Skin and Connective Tissue Diseases	1000	C0009782	Connective Tissue Diseases	Disease or Syndrome
Skin and Soft Tissue Infections	1000	C0149778	Soft Tissue Infections	Disease or Syndrome
Skin and Soft Tissue Infections	827	C0021311	Infections (Infection)	Disease or Syndrome
Skin and Subcutaneous Tissue Bacterial Infections	861	C0004623	Bacterial Infections	Disease or Syndrome
Skin and Subcutaneous Tissue Bacterial Infections	812	C0021311	Infections (Infection)	Disease or Syndrome
Skin Burns	966	C0085624	burning (Burning sensation)	Sign or Symptom
Skin Cancer	861	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Skin Cancer	1000	C0007114	Skin Cancer (Malignant neoplasm of skin)	Neoplastic Process
Skin Cancer of the Head and Neck	861	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Skin Cancer of the Head and Neck	1000	C0007114	Skin Cancer (Malignant neoplasm of skin)	Neoplastic Process
Skin Cancer Prevention	660	C0006826	Cancer (Malignant Neoplasms)	Neoplastic Process
Skin Cancer Prevention	734	C0007114	Skin Cancer (Malignant neoplasm of skin)	Neoplastic Process
Skin Cancers	861	C0006826	Cancers (Malignant Neoplasms)	Neoplastic Process
Skin Cancers	1000	C0007114	Skin Cancers (Malignant neoplasm of skin)	Neoplastic Process
Skin Carcinoma	861	C0007097	Carcinoma	Neoplastic Process
Skin Carcinoma	761	C0858970	carcinogenicity	Neoplastic Process
Skin Carcinoma	1000	C0699893	Skin carcinoma	Neoplastic Process
Skin Disease	1000	C0037274	Skin disease (Dermatologic disorders)	Disease or Syndrome
Skin Disease	861	C0012634	Disease	Disease or Syndrome
Skin Disease, Infectious	1000	C0037274	Skin disease (Dermatologic disorders)	Disease or Syndrome
Skin Disease, Infectious	861	C0012634	Disease	Disease or Syndrome
Skin Disease, Infectious	928	C0021311	Infection	Disease or Syndrome
Skin Diseases	1000	C0037274	Skin Diseases (Dermatologic disorders)	Disease or Syndrome
Skin Diseases	861	C0012634	Diseases (Disease)	Disease or Syndrome
Skin Diseases, Bacterial	1000	C0037274	Skin Diseases (Dermatologic disorders)	Disease or Syndrome
Skin Diseases, Bacterial	861	C0012634	Diseases (Disease)	Disease or Syndrome
Skin Diseases, Eczematous	1000	C0037274	Skin Diseases (Dermatologic disorders)	Disease or Syndrome
Skin Diseases, Eczematous	928	C0013595	Eczema	Disease or Syndrome
Skin Diseases, Eczematous	861	C0012634	Diseases (Disease)	Disease or Syndrome
Skin Diseases, Infectious	1000	C0037274	Skin Diseases (Dermatologic disorders)	Disease or Syndrome
Skin Diseases, Infectious	928	C0021311	Infection	Disease or Syndrome
